date,local_code,location_name,zone_name,population,age_group,dose_1,dose_2,total_doses_administered,percent_pop_1_plus_dose,percent_pop_fully_immunized
2021/05/31,Z4.3.C.03,EDMONTON - MILL WOODS SOUTH & EAST,EDMONTON,21108,40-59 years,15775,1198,16973,74.7,5.7
2021/05/31,Z4.3.C.03,EDMONTON - MILL WOODS SOUTH & EAST,EDMONTON,10657,60-74 years,9288,1059,10347,87.2,9.9
2021/05/31,Z4.3.C.03,EDMONTON - MILL WOODS SOUTH & EAST,EDMONTON,2699,75+ years,2294,1789,4083,85,66.3
2021/05/31,Z4.3.C.03,EDMONTON - MILL WOODS SOUTH & EAST,EDMONTON,87320,All age years,49413,5169,54582,56.6,5.9
2021/05/31,Z4.4.A.01,EDMONTON - DUGGAN,EDMONTON,3555,12-19 years,1972,18,1990,55.5,0.5
2021/05/31,Z4.4.A.01,EDMONTON - DUGGAN,EDMONTON,13169,20-39 years,8006,546,8552,60.8,4.1
2021/05/31,Z4.4.A.01,EDMONTON - DUGGAN,EDMONTON,9691,40-59 years,7215,575,7790,74.4,5.9
2021/05/31,Z4.4.A.01,EDMONTON - DUGGAN,EDMONTON,5017,60-74 years,4381,766,5147,87.3,15.3
2021/05/31,Z4.4.A.01,EDMONTON - DUGGAN,EDMONTON,3348,75+ years,2830,2611,5441,84.5,78
2021/05/31,Z4.4.A.01,EDMONTON - DUGGAN,EDMONTON,39991,All age years,24485,4516,29001,61.2,11.3
2021/05/31,Z4.4.B.02,EDMONTON - TWIN BROOKS,EDMONTON,7692,12-19 years,5466,51,5517,71.1,0.7
2021/05/31,Z4.4.B.02,EDMONTON - TWIN BROOKS,EDMONTON,19619,20-39 years,13017,1208,14225,66.4,6.2
2021/05/31,Z4.4.B.02,EDMONTON - TWIN BROOKS,EDMONTON,20634,40-59 years,16448,1822,18270,79.7,8.8
2021/05/31,Z4.4.B.02,EDMONTON - TWIN BROOKS,EDMONTON,12898,60-74 years,11215,2463,13678,87,19.1
2021/05/31,Z4.4.B.02,EDMONTON - TWIN BROOKS,EDMONTON,5687,75+ years,5207,4813,10020,91.6,84.6
2021/05/31,Z4.4.B.02,EDMONTON - TWIN BROOKS,EDMONTON,76379,All age years,51671,10358,62029,67.7,13.6
2021/05/31,Z4.4.C.03,EDMONTON - RUTHERFORD,EDMONTON,10367,12-19 years,5967,49,6016,57.6,0.5
2021/05/31,Z4.4.C.03,EDMONTON - RUTHERFORD,EDMONTON,43114,20-39 years,27032,2518,29550,62.7,5.8
2021/05/31,Z4.4.C.03,EDMONTON - RUTHERFORD,EDMONTON,29525,40-59 years,21832,2193,24025,73.9,7.4
2021/05/31,Z4.4.C.03,EDMONTON - RUTHERFORD,EDMONTON,10000,60-74 years,8289,1280,9569,82.9,12.8
2021/05/31,Z4.4.C.03,EDMONTON - RUTHERFORD,EDMONTON,2703,75+ years,2359,2008,4367,87.3,74.3
2021/05/31,Z4.4.C.03,EDMONTON - RUTHERFORD,EDMONTON,121276,All age years,65858,8050,73908,54.3,6.6
2021/05/31,Z4.5.A.01,STURGEON COUNTY WEST,EDMONTON,3274,12-19 years,1497,16,1513,45.7,0.5
2021/05/31,Z4.5.A.01,STURGEON COUNTY WEST,EDMONTON,7904,20-39 years,3711,293,4004,47,3.7
2021/05/31,Z4.5.A.01,STURGEON COUNTY WEST,EDMONTON,7824,40-59 years,5182,410,5592,66.2,5.2
2021/05/31,Z4.5.A.01,STURGEON COUNTY WEST,EDMONTON,4898,60-74 years,3817,687,4504,77.9,14
2021/05/31,Z4.5.A.01,STURGEON COUNTY WEST,EDMONTON,1364,75+ years,1211,1034,2245,88.8,75.8
2021/05/31,Z4.5.A.01,STURGEON COUNTY WEST,EDMONTON,30338,All age years,15487,2440,17927,51,8
2021/05/31,Z4.5.B.02,STURGEON COUNTY EAST,EDMONTON,700,12-19 years,268,3,271,38.3,0.4
2021/05/31,Z4.5.B.02,STURGEON COUNTY EAST,EDMONTON,1561,20-39 years,717,50,767,45.9,3.2
2021/05/31,Z4.5.B.02,STURGEON COUNTY EAST,EDMONTON,1775,40-59 years,1114,76,1190,62.8,4.3
2021/05/31,Z4.5.B.02,STURGEON COUNTY EAST,EDMONTON,971,60-74 years,799,68,867,82.3,7
2021/05/31,Z4.5.B.02,STURGEON COUNTY EAST,EDMONTON,275,75+ years,241,193,434,87.5,70.1
2021/05/31,Z4.5.B.02,STURGEON COUNTY EAST,EDMONTON,6165,All age years,3159,390,3549,51.2,6.3
2021/05/31,Z4.5.B.03,FORT SASKATCHEWAN,EDMONTON,2518,12-19 years,1164,2,1166,46.2,0.1
2021/05/31,Z4.5.B.03,FORT SASKATCHEWAN,EDMONTON,8454,20-39 years,4216,257,4473,49.9,3
2021/05/31,Z4.5.B.03,FORT SASKATCHEWAN,EDMONTON,6752,40-59 years,4482,305,4787,66.4,4.5
2021/05/31,Z4.5.B.03,FORT SASKATCHEWAN,EDMONTON,3718,60-74 years,3079,379,3458,82.8,10.2
2021/05/31,Z4.5.B.03,FORT SASKATCHEWAN,EDMONTON,1380,75+ years,1287,1118,2405,93.3,81
2021/05/31,Z4.5.B.03,FORT SASKATCHEWAN,EDMONTON,27437,All age years,14289,2061,16350,52.1,7.5
2021/05/31,Z4.6.A.01,SHERWOOD PARK,EDMONTON,8684,12-19 years,5122,50,5172,59,0.6
2021/05/31,Z4.6.A.01,SHERWOOD PARK,EDMONTON,20531,20-39 years,12898,1026,13924,62.8,5
2021/05/31,Z4.6.A.01,SHERWOOD PARK,EDMONTON,22884,40-59 years,17651,1352,19003,77.1,5.9
2021/05/31,Z4.6.A.01,SHERWOOD PARK,EDMONTON,13855,60-74 years,12174,1986,14160,87.9,14.3
2021/05/31,Z4.6.A.01,SHERWOOD PARK,EDMONTON,6008,75+ years,5550,5181,10731,92.4,86.2
2021/05/31,Z4.6.A.01,SHERWOOD PARK,EDMONTON,82764,All age years,53672,9595,63267,64.8,11.6
2021/05/31,Z4.6.B.02,STRATHCONA COUNTY EXCLUDING SHERWOOD PARK,EDMONTON,1792,12-19 years,845,9,854,47.2,0.5
2021/05/31,Z4.6.B.02,STRATHCONA COUNTY EXCLUDING SHERWOOD PARK,EDMONTON,4048,20-39 years,2100,178,2278,51.9,4.4
2021/05/31,Z4.6.B.02,STRATHCONA COUNTY EXCLUDING SHERWOOD PARK,EDMONTON,5056,40-59 years,3469,234,3703,68.6,4.6
2021/05/31,Z4.6.B.02,STRATHCONA COUNTY EXCLUDING SHERWOOD PARK,EDMONTON,3684,60-74 years,2998,385,3383,81.4,10.4
2021/05/31,Z4.6.B.02,STRATHCONA COUNTY EXCLUDING SHERWOOD PARK,EDMONTON,890,75+ years,755,652,1407,84.8,73.3
2021/05/31,Z4.6.B.02,STRATHCONA COUNTY EXCLUDING SHERWOOD PARK,EDMONTON,17456,All age years,10206,1458,11664,58.5,8.4
2021/05/31,Z4.7.A.01,BEAUMONT,EDMONTON,2927,12-19 years,1432,6,1438,48.9,0.2
2021/05/31,Z4.7.A.01,BEAUMONT,EDMONTON,7019,20-39 years,3897,279,4176,55.5,4
2021/05/31,Z4.7.A.01,BEAUMONT,EDMONTON,7153,40-59 years,4986,303,5289,69.7,4.2
2021/05/31,Z4.7.A.01,BEAUMONT,EDMONTON,845,75+ years,736,623,1359,87.1,73.7
2021/05/31,Z4.7.A.01,BEAUMONT,EDMONTON,26562,All age years,14179,1632,15811,53.4,6.1
2021/05/31,Z4.7.A.02,LEDUC & DEVON,EDMONTON,4242,12-19 years,1816,9,1825,42.8,0.2
2021/05/31,Z4.7.A.02,LEDUC & DEVON,EDMONTON,12378,20-39 years,5814,421,6235,47,3.4
2021/05/31,Z4.7.A.02,LEDUC & DEVON,EDMONTON,11145,40-59 years,7215,465,7680,64.7,4.2
2021/05/31,Z4.7.A.02,LEDUC & DEVON,EDMONTON,6224,60-74 years,5175,767,5942,83.1,12.3
2021/05/31,Z4.7.A.02,LEDUC & DEVON,EDMONTON,2473,75+ years,2210,1877,4087,89.4,75.9
2021/05/31,Z4.7.A.02,LEDUC & DEVON,EDMONTON,43727,All age years,22341,3539,25880,51.1,8.1
2021/05/31,Z4.7.A.03,THORSBY,EDMONTON,816,12-19 years,232,4,236,28.4,0.5
2021/05/31,Z4.7.A.03,THORSBY,EDMONTON,2166,20-39 years,740,38,778,34.2,1.8
2021/05/31,Z4.7.A.03,THORSBY,EDMONTON,2460,40-59 years,1246,71,1317,50.7,2.9
2021/05/31,Z4.7.A.03,THORSBY,EDMONTON,1870,60-74 years,1366,138,1504,73.1,7.4
2021/05/31,Z4.7.A.03,THORSBY,EDMONTON,616,75+ years,515,355,870,83.6,57.6
2021/05/31,Z4.7.A.03,THORSBY,EDMONTON,9168,All age years,4106,606,4712,44.8,6.6
2021/05/31,Z4.8.A.01,STONY PLAIN & SPRUCE GROVE,EDMONTON,5778,12-19 years,2669,16,2685,46.2,0.3
2021/05/31,Z4.8.A.01,STONY PLAIN & SPRUCE GROVE,EDMONTON,16423,20-39 years,8051,648,8699,49,3.9
2021/05/31,Z4.8.A.01,STONY PLAIN & SPRUCE GROVE,EDMONTON,14423,40-59 years,9730,738,10468,67.5,5.1
2021/05/31,Z4.8.A.01,STONY PLAIN & SPRUCE GROVE,EDMONTON,8330,60-74 years,7083,1155,8238,85,13.9
2021/05/31,Z4.8.A.01,STONY PLAIN & SPRUCE GROVE,EDMONTON,3448,75+ years,3171,2831,6002,92,82.1
2021/05/31,Z4.8.A.01,STONY PLAIN & SPRUCE GROVE,EDMONTON,57619,All age years,30833,5388,36221,53.5,9.4
2021/05/31,Z4.8.B.02,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,EDMONTON,4055,12-19 years,1373,5,1378,33.9,0.1
2021/05/31,Z4.8.B.02,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,EDMONTON,8579,20-39 years,3200,233,3433,37.3,2.7
2021/05/31,Z4.8.B.02,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,EDMONTON,10710,40-59 years,5941,420,6361,55.5,3.9
2021/05/31,Z4.8.B.02,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,EDMONTON,7655,60-74 years,5483,836,6319,71.6,10.9
2021/05/31,Z4.8.B.02,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,EDMONTON,2287,75+ years,1786,1431,3217,78.1,62.6
2021/05/31,Z4.8.B.02,WESTVIEW EXCLUDING STONY PLAIN & SPRUCE GROVE,EDMONTON,38491,All age years,17848,2925,20773,46.4,7.6
2021/05/31,Z4.9.A.01,ST. ALBERT,EDMONTON,7062,12-19 years,4469,53,4522,63.3,0.8
2021/05/31,Z4.9.A.01,ST. ALBERT,EDMONTON,17052,20-39 years,10908,1009,11917,64,5.9
2021/05/31,Z4.9.A.01,ST. ALBERT,EDMONTON,18691,40-59 years,14812,1525,16337,79.2,8.2
2021/05/31,Z4.9.A.01,ST. ALBERT,EDMONTON,12567,60-74 years,11163,2441,13604,88.8,19.4
2021/05/31,Z4.9.A.01,ST. ALBERT,EDMONTON,5555,75+ years,5074,4729,9803,91.3,85.1
2021/05/31,Z4.9.A.01,ST. ALBERT,EDMONTON,70159,All age years,46726,9757,56483,66.6,13.9
2021/05/31,Z5.1.A.01,JASPER,NORTH,337,12-19 years,198,0,198,58.8,0
2021/05/31,Z5.1.A.01,JASPER,NORTH,2424,20-39 years,1128,56,1184,46.5,2.3
2021/05/31,Z5.1.A.01,JASPER,NORTH,1522,40-59 years,1113,65,1178,73.1,4.3
2021/05/31,Z5.1.A.01,JASPER,NORTH,716,60-74 years,603,41,644,84.2,5.7
2021/05/31,Z5.1.A.01,JASPER,NORTH,190,75+ years,165,156,321,86.7,81.9
2021/05/31,Z5.1.A.01,JASPER,NORTH,5718,All age years,3213,318,3531,56.2,5.6
2021/05/31,Z5.1.A.02,HINTON,NORTH,1161,12-19 years,439,1,440,37.8,0.1
2021/05/31,Z5.1.A.02,HINTON,NORTH,3631,20-39 years,1593,103,1696,43.9,2.8
2021/05/31,Z5.1.A.02,HINTON,NORTH,3288,40-59 years,2001,124,2125,60.9,3.8
2021/05/31,Z5.1.A.02,HINTON,NORTH,1941,60-74 years,1487,94,1581,76.6,4.8
2021/05/31,Z5.1.A.02,HINTON,NORTH,576,75+ years,499,333,832,86.6,57.8
2021/05/31,Z5.1.A.02,HINTON,NORTH,12354,All age years,6035,655,6690,48.9,5.3
2021/05/31,Z5.1.A.03,EDSON,NORTH,1620,12-19 years,509,6,515,31.4,0.4
2021/05/31,Z5.1.A.03,EDSON,NORTH,4437,20-39 years,1633,116,1749,36.8,2.6
2021/05/31,Z5.1.A.03,EDSON,NORTH,4339,40-59 years,2364,152,2516,54.5,3.5
2021/05/31,Z5.1.A.03,EDSON,NORTH,2565,60-74 years,1952,227,2179,76.1,8.8
2021/05/31,Z5.1.A.03,EDSON,NORTH,816,75+ years,663,498,1161,81.3,61
2021/05/31,Z5.1.A.03,EDSON,NORTH,16076,All age years,7132,999,8131,44.4,6.2
2021/05/31,Z5.1.B.04,WHITECOURT,NORTH,1606,12-19 years,524,4,528,32.6,0.2
2021/05/31,Z5.1.B.04,WHITECOURT,NORTH,4227,20-39 years,1454,79,1533,34.4,1.9
2021/05/31,Z5.1.B.04,WHITECOURT,NORTH,4202,40-59 years,2274,110,2384,54.1,2.6
2021/05/31,Z5.1.B.04,WHITECOURT,NORTH,1938,60-74 years,1396,141,1537,72,7.3
2021/05/31,Z5.1.B.04,WHITECOURT,NORTH,463,75+ years,390,331,721,84.2,71.5
2021/05/31,Z5.1.B.04,WHITECOURT,NORTH,14757,All age years,6066,665,6731,41.1,4.5
2021/05/31,Z5.1.B.05,MAYERTHORPE,NORTH,1446,12-19 years,395,12,407,27.3,0.8
2021/05/31,Z5.1.B.05,MAYERTHORPE,NORTH,3558,20-39 years,1169,154,1323,32.9,4.3
2021/05/31,Z5.1.B.05,MAYERTHORPE,NORTH,4434,40-59 years,2174,240,2414,49,5.4
2021/05/31,Z5.1.B.05,MAYERTHORPE,NORTH,3468,60-74 years,2609,372,2981,75.2,10.7
2021/05/31,Z5.1.B.05,MAYERTHORPE,NORTH,1252,75+ years,965,794,1759,77.1,63.4
2021/05/31,Z5.1.B.05,MAYERTHORPE,NORTH,16160,All age years,7330,1572,8902,45.4,9.7
2021/05/31,Z5.1.C.06,BARRHEAD,NORTH,1106,12-19 years,292,11,303,26.4,1
2021/05/31,Z5.1.C.06,BARRHEAD,NORTH,2588,20-39 years,813,89,902,31.4,3.4
2021/05/31,Z5.1.C.06,BARRHEAD,NORTH,2469,40-59 years,1320,123,1443,53.5,5
2021/05/31,Z5.1.C.06,BARRHEAD,NORTH,2082,60-74 years,1590,258,1848,76.4,12.4
2021/05/31,Z5.1.C.06,BARRHEAD,NORTH,1090,75+ years,921,770,1691,84.5,70.6
2021/05/31,Z5.1.C.06,BARRHEAD,NORTH,10988,All age years,4948,1251,6199,45,11.4
2021/05/31,Z5.1.C.07,WESTLOCK,NORTH,1872,12-19 years,589,11,600,31.5,0.6
2021/05/31,Z5.1.C.07,WESTLOCK,NORTH,4392,20-39 years,1679,159,1838,38.2,3.6
2021/05/31,Z5.1.C.07,WESTLOCK,NORTH,4731,40-59 years,2663,211,2874,56.3,4.5
2021/05/31,Z5.1.C.07,WESTLOCK,NORTH,3987,60-74 years,3077,472,3549,77.2,11.8
2021/05/31,Z5.1.C.07,WESTLOCK,NORTH,1868,75+ years,1620,1346,2966,86.7,72
2021/05/31,Z5.1.C.07,WESTLOCK,NORTH,19131,All age years,9661,2199,11860,50.5,11.5
2021/05/31,Z5.2.A.01,FROG LAKE,NORTH,620,12-19 years,120,4,124,19.4,0.6
2021/05/31,Z5.2.A.01,FROG LAKE,NORTH,1267,20-39 years,330,47,377,26.1,3.7
2021/05/31,Z5.2.A.01,FROG LAKE,NORTH,1214,40-59 years,479,74,553,39.4,6.1
2021/05/31,Z5.2.A.01,FROG LAKE,NORTH,632,60-74 years,415,178,593,65.7,28.2
2021/05/31,Z5.2.A.01,FROG LAKE,NORTH,297,75+ years,244,211,455,82.2,71
2021/05/31,Z5.2.A.01,FROG LAKE,NORTH,4839,All age years,1595,514,2109,33,10.6
2021/05/31,Z5.2.A.04,ST. PAUL,NORTH,1788,12-19 years,455,27,482,25.4,1.5
2021/05/31,Z5.2.A.04,ST. PAUL,NORTH,4133,20-39 years,1246,171,1417,30.1,4.1
2021/05/31,Z5.2.A.04,ST. PAUL,NORTH,3501,40-59 years,1658,272,1930,47.4,7.8
2021/05/31,Z5.2.A.04,ST. PAUL,NORTH,2365,60-74 years,1613,657,2270,68.2,27.8
2021/05/31,Z5.2.A.04,ST. PAUL,NORTH,1026,75+ years,848,771,1619,82.7,75.2
2021/05/31,Z5.2.A.04,ST. PAUL,NORTH,15524,All age years,5832,1898,7730,37.6,12.2
2021/05/31,Z5.2.A.05,SMOKY LAKE,NORTH,383,12-19 years,110,2,112,28.8,0.5
2021/05/31,Z5.2.A.05,SMOKY LAKE,NORTH,965,20-39 years,326,40,366,33.8,4.1
2021/05/31,Z5.2.A.05,SMOKY LAKE,NORTH,1229,40-59 years,615,106,721,50,8.6
2021/05/31,Z5.2.A.05,SMOKY LAKE,NORTH,1112,60-74 years,806,380,1186,72.5,34.2
2021/05/31,Z5.2.A.05,SMOKY LAKE,NORTH,577,75+ years,475,426,901,82.4,73.9
2021/05/31,Z5.2.A.05,SMOKY LAKE,NORTH,4764,All age years,2335,954,3289,49,20
2021/05/31,Z5.2.B.02,COLD LAKE,NORTH,2400,12-19 years,884,6,890,36.8,0.2
2021/05/31,Z5.2.B.02,COLD LAKE,NORTH,6341,20-39 years,2548,225,2773,40.2,3.5
2021/05/31,Z5.2.B.02,COLD LAKE,NORTH,5179,40-59 years,3028,264,3292,58.5,5.1
2021/05/31,Z5.2.B.02,COLD LAKE,NORTH,2281,60-74 years,1777,239,2016,77.9,10.5
2021/05/31,Z5.2.B.02,COLD LAKE,NORTH,698,75+ years,608,522,1130,87.1,74.8
2021/05/31,Z5.2.B.02,COLD LAKE,NORTH,20916,All age years,8888,1256,10144,42.5,6
2021/05/31,Z5.2.B.03,BONNYVILLE,NORTH,1863,12-19 years,563,8,571,30.2,0.4
2021/05/31,Z5.2.B.03,BONNYVILLE,NORTH,4504,20-39 years,1403,135,1538,31.2,3
2021/05/31,Z5.2.B.03,BONNYVILLE,NORTH,4373,40-59 years,2186,204,2390,50,4.7
2021/05/31,Z5.2.B.03,BONNYVILLE,NORTH,2373,60-74 years,1601,296,1897,67.5,12.5
2021/05/31,Z5.2.B.03,BONNYVILLE,NORTH,869,75+ years,678,594,1272,78,68.4
2021/05/31,Z5.2.B.03,BONNYVILLE,NORTH,16642,All age years,6454,1237,7691,38.8,7.4
2021/05/31,Z5.2.C.06,BOYLE,NORTH,291,12-19 years,77,1,78,26.4,0.3
2021/05/31,Z5.2.C.06,BOYLE,NORTH,855,20-39 years,246,24,270,28.8,2.8
2021/05/31,Z5.2.C.06,BOYLE,NORTH,931,40-59 years,451,56,507,48.5,6
2021/05/31,Z5.2.C.06,BOYLE,NORTH,767,60-74 years,547,218,765,71.3,28.4
2021/05/31,Z5.2.C.06,BOYLE,NORTH,285,75+ years,223,198,421,78.3,69.5
2021/05/31,Z5.2.C.06,BOYLE,NORTH,3587,All age years,1548,497,2045,43.2,13.9
2021/05/31,Z5.2.C.07,ATHABASCA,NORTH,1019,12-19 years,407,8,415,40,0.8
2021/05/31,Z5.2.C.07,ATHABASCA,NORTH,2402,20-39 years,959,90,1049,39.9,3.7
2021/05/31,Z5.2.C.07,ATHABASCA,NORTH,2925,40-59 years,1666,211,1877,57,7.2
2021/05/31,Z5.2.C.07,ATHABASCA,NORTH,2160,60-74 years,1722,338,2060,79.7,15.7
2021/05/31,Z5.2.C.07,ATHABASCA,NORTH,880,75+ years,763,666,1429,86.7,75.7
2021/05/31,Z5.2.C.07,ATHABASCA,NORTH,10660,All age years,5551,1313,6864,52.1,12.3
2021/05/31,Z5.2.C.08,LAC LA BICHE,NORTH,1143,12-19 years,344,3,347,30.1,0.3
2021/05/31,Z5.2.C.08,LAC LA BICHE,NORTH,2845,20-39 years,979,123,1102,34.4,4.3
2021/05/31,Z5.2.C.08,LAC LA BICHE,NORTH,2666,40-59 years,1487,241,1728,55.8,9
2021/05/31,Z5.2.C.08,LAC LA BICHE,NORTH,1541,60-74 years,1132,466,1598,73.5,30.2
2021/05/31,Z5.2.C.08,LAC LA BICHE,NORTH,562,75+ years,473,387,860,84.2,68.9
2021/05/31,Z5.2.C.08,LAC LA BICHE,NORTH,10391,All age years,4428,1220,5648,42.6,11.7
2021/05/31,Z5.3.A.01,GRANDE CACHE,NORTH,449,12-19 years,118,1,119,26.3,0.2
2021/05/31,Z5.3.A.01,GRANDE CACHE,NORTH,1222,20-39 years,344,38,382,28.2,3.1
2021/05/31,Z5.3.A.01,GRANDE CACHE,NORTH,1209,40-59 years,510,76,586,42.2,6.3
2021/05/31,Z5.3.A.01,GRANDE CACHE,NORTH,560,60-74 years,410,206,616,73.2,36.8
2021/05/31,Z5.3.A.01,GRANDE CACHE,NORTH,188,75+ years,150,124,274,79.8,65.9
2021/05/31,Z5.3.A.01,GRANDE CACHE,NORTH,4205,All age years,1535,445,1980,36.5,10.6
2021/05/31,Z5.3.A.02,FOX CREEK,NORTH,224,12-19 years,78,1,79,34.8,0.4
2021/05/31,Z5.3.A.02,FOX CREEK,NORTH,632,20-39 years,218,7,225,34.5,1.1
2021/05/31,Z5.3.A.02,FOX CREEK,NORTH,704,40-59 years,341,22,363,48.5,3.1
2021/05/31,Z5.3.A.02,FOX CREEK,NORTH,329,60-74 years,240,39,279,73,11.9
2021/05/31,Z5.3.A.02,FOX CREEK,NORTH,63,75+ years,38,28,66,59.9,44.1
2021/05/31,Z5.3.A.02,FOX CREEK,NORTH,2270,All age years,918,97,1015,40.4,4.3
2021/05/31,Z5.3.A.03,VALLEYVIEW,NORTH,779,12-19 years,122,4,126,15.7,0.5
2021/05/31,Z5.3.A.03,VALLEYVIEW,NORTH,1891,20-39 years,513,138,651,27.1,7.3
2021/05/31,Z5.3.A.03,VALLEYVIEW,NORTH,1721,40-59 years,779,172,951,45.3,10
2021/05/31,Z5.3.A.03,VALLEYVIEW,NORTH,1210,60-74 years,807,172,979,66.7,14.2
2021/05/31,Z5.3.A.03,VALLEYVIEW,NORTH,427,75+ years,325,272,597,76.2,63.8
2021/05/31,Z5.3.A.03,VALLEYVIEW,NORTH,7258,All age years,2549,758,3307,35.1,10.4
2021/05/31,Z5.3.A.05,BEAVERLODGE,NORTH,1375,12-19 years,332,6,338,24.1,0.4
2021/05/31,Z5.3.A.05,BEAVERLODGE,NORTH,3234,20-39 years,882,74,956,27.3,2.3
2021/05/31,Z5.3.A.05,BEAVERLODGE,NORTH,3023,40-59 years,1422,121,1543,47,4
2021/05/31,Z5.3.A.05,BEAVERLODGE,NORTH,1876,60-74 years,1323,157,1480,70.5,8.4
2021/05/31,Z5.3.A.05,BEAVERLODGE,NORTH,688,75+ years,566,447,1013,82.2,65
2021/05/31,Z5.3.A.05,BEAVERLODGE,NORTH,12253,All age years,4546,805,5351,37.1,6.6
2021/05/31,Z5.3.B.04,GRANDE PRAIRIE COUNTY,NORTH,2549,12-19 years,838,4,842,32.9,0.2
2021/05/31,Z5.3.B.04,GRANDE PRAIRIE COUNTY,NORTH,5723,20-39 years,1869,111,1980,32.7,1.9
2021/05/31,Z5.3.B.04,GRANDE PRAIRIE COUNTY,NORTH,5812,40-59 years,2950,144,3094,50.8,2.5
2021/05/31,Z5.3.B.04,GRANDE PRAIRIE COUNTY,NORTH,2835,60-74 years,1953,157,2110,68.9,5.5
2021/05/31,Z5.3.B.04,GRANDE PRAIRIE COUNTY,NORTH,737,75+ years,551,450,1001,74.7,61
2021/05/31,Z5.3.B.04,GRANDE PRAIRIE COUNTY,NORTH,21400,All age years,8200,866,9066,38.3,4
2021/05/31,Z5.4.A.01,SWAN HILLS,NORTH,129,12-19 years,33,0,33,25.7,0
2021/05/31,Z5.4.A.01,SWAN HILLS,NORTH,328,20-39 years,101,5,106,30.8,1.5
2021/05/31,Z5.4.A.01,SWAN HILLS,NORTH,464,40-59 years,242,39,281,52.1,8.4
2021/05/31,Z5.4.A.01,SWAN HILLS,NORTH,211,60-74 years,169,101,270,80.3,48
2021/05/31,Z5.4.A.01,SWAN HILLS,NORTH,29,75+ years,27,22,49,94.1,76.7
2021/05/31,Z5.4.A.01,SWAN HILLS,NORTH,1356,All age years,573,167,740,42.3,12.3
2021/05/31,Z5.4.A.02,SLAVE LAKE,NORTH,1302,12-19 years,484,2,486,37.2,0.2
2021/05/31,Z5.4.A.02,SLAVE LAKE,NORTH,3462,20-39 years,1233,114,1347,35.6,3.3
2021/05/31,Z5.4.A.02,SLAVE LAKE,NORTH,3175,40-59 years,1604,138,1742,50.5,4.3
2021/05/31,Z5.4.A.02,SLAVE LAKE,NORTH,1354,60-74 years,967,138,1105,71.4,10.2
2021/05/31,Z5.4.A.02,SLAVE LAKE,NORTH,376,75+ years,268,224,492,71.2,59.5
2021/05/31,Z5.4.A.02,SLAVE LAKE,NORTH,11804,All age years,4577,616,5193,38.8,5.2
2021/05/31,Z5.4.A.03,WABASCA,NORTH,623,12-19 years,44,16,60,7.1,2.6
2021/05/31,Z5.4.A.03,WABASCA,NORTH,1169,20-39 years,302,208,510,25.8,17.8
2021/05/31,Z5.4.A.03,WABASCA,NORTH,965,40-59 years,461,312,773,47.8,32.3
2021/05/31,Z5.4.A.03,WABASCA,NORTH,444,60-74 years,304,206,510,68.5,46.4
2021/05/31,Z5.4.A.03,WABASCA,NORTH,98,75+ years,74,66,140,75.2,67
2021/05/31,Z5.4.A.03,WABASCA,NORTH,4245,All age years,1188,808,1996,28,19
2021/05/31,Z5.4.A.07,HIGH PRAIRIE,NORTH,1488,12-19 years,278,2,280,18.7,0.1
2021/05/31,Z5.4.A.07,HIGH PRAIRIE,NORTH,2932,20-39 years,731,83,814,24.9,2.8
2021/05/31,Z5.4.A.07,HIGH PRAIRIE,NORTH,2941,40-59 years,1151,215,1366,39.1,7.3
2021/05/31,Z5.4.A.07,HIGH PRAIRIE,NORTH,1682,60-74 years,1065,226,1291,63.3,13.4
2021/05/31,Z5.4.A.07,HIGH PRAIRIE,NORTH,632,75+ years,436,359,795,69,56.8
2021/05/31,Z5.4.A.07,HIGH PRAIRIE,NORTH,11701,All age years,3664,885,4549,31.3,7.6
2021/05/31,Z5.4.B.04,HIGH LEVEL,NORTH,3587,12-19 years,259,8,267,7.2,0.2
2021/05/31,Z5.4.B.04,HIGH LEVEL,NORTH,7486,20-39 years,991,135,1126,13.2,1.8
2021/05/31,Z5.4.B.04,HIGH LEVEL,NORTH,4646,40-59 years,1191,156,1347,25.6,3.4
2021/05/31,Z5.4.B.04,HIGH LEVEL,NORTH,1876,60-74 years,578,78,656,30.8,4.2
2021/05/31,Z5.4.B.04,HIGH LEVEL,NORTH,630,75+ years,173,127,300,27.5,20.2
2021/05/31,Z5.4.B.04,HIGH LEVEL,NORTH,25363,All age years,3201,504,3705,12.6,2
2021/05/31,Z5.4.B.05,MANNING,NORTH,360,12-19 years,89,0,89,24.7,0
2021/05/31,Z5.4.B.05,MANNING,NORTH,821,20-39 years,206,36,242,25.1,4.4
2021/05/31,Z5.4.B.05,MANNING,NORTH,844,40-59 years,372,71,443,44.1,8.4
2021/05/31,Z5.4.B.05,MANNING,NORTH,549,60-74 years,323,163,486,58.9,29.7
2021/05/31,Z5.4.B.05,MANNING,NORTH,256,75+ years,201,176,377,78.4,68.6
2021/05/31,Z5.4.B.05,MANNING,NORTH,3333,All age years,1195,446,1641,35.9,13.4
